,ModelingGroup,TownCode,NeighborhoodCode,PropertyAddress,Longitude,Latitude,DateofMostRecentSale,RepairCondition,Garage2Size
45668,SF,36,41,8601  NEWLAND AVE,-87.7927410583709,41.7352685332566,05/17/2019,2.0,7.0
45669,MF,36,41,6900  87TH ST,-87.7920541317087,41.733937536742,03/22/2019,2.0,7.0
45670,SF,36,41,8602  OAK PARK AVE,-87.7898257681172,41.7352957863312,06/12/2019,2.0,7.0
45671,SF,36,41,8328  NORMANDY AVE,-87.7876161836619,41.740002035617,06/04/2019,2.0,7.0
45672,SF,36,41,8425  RUTHERFORD AVE,-87.7880284906218,41.7384540906118,04/17/2019,2.0,7.0
45673,SF,36,41,6406  83RD ST,-87.7804759817214,41.7405017686902,03/20/2019,2.0,7.0
45674,SF,36,41,8432  NEENAH AVE,-87.7838588037404,41.7382357116789,05/03/2019,2.0,7.0
45675,SF,36,41,8451  NASHVILLE AVE,-87.7843352029798,41.7379459159746,01/17/2019,2.0,7.0
45676,SF,36,41,6423  84TH ST,-87.7816123159419,41.7390194962121,08/20/2019,2.0,7.0
45677,SF,36,41,6422  85TH ST,-87.7807808128513,41.7377574471226,07/17/2019,2.0,7.0
45678,MF,36,41,6752  87TH ST,-87.7890189643747,41.7339609498858,07/11/2019,2.0,7.0
45679,SF,36,41,8503  OAK PARK AVE,-87.7892722881935,41.7370981539149,04/29/2019,2.0,7.0
45680,SF,36,41,6721 W 85TH ST,-87.7884202844087,41.737113999967,03/13/2019,2.0,7.0
45681,SF,36,41,6400  85TH PL,-87.7801987137074,41.7368533279333,01/10/2019,2.0,7.0
45682,SF,36,41,6450  86TH ST,-87.7819693728746,41.7359077888748,06/21/2019,2.0,7.0
45683,MF,36,41,6454 W 87TH ST,-87.7817068142304,41.7341205559079,04/05/2019,2.0,7.0
45684,SF,36,41,8649  NAGLE AVE,-87.78057137465,41.734440255133,08/06/2019,2.0,7.0
45685,SF,36,41,8310  RUTHERFORD AVE,-87.7888212505487,41.7405460251061,09/10/2019,2.0,7.0
45686,SF,36,41,8415  OAK PARK AVE,-87.7892482663019,41.738753429284,08/19/2019,2.0,7.0
45687,SF,36,41,7949  MEADE AVE,-87.7729516959179,41.746965587429,09/27/2019,2.0,7.0
45688,MF,36,41,6051  79TH ST,-87.7725920086462,41.7482787682072,06/25/2019,2.0,7.0
45689,MF,36,41,6031  79TH ST,-87.7723929806822,41.748282345494,09/09/2019,2.0,7.0
45690,SF,36,41,7929  MCVICKER AVE,-87.7717574719547,41.7476454347416,03/05/2019,2.0,7.0
45691,SF,36,41,8026  MCVICKER AVE,-87.772422551704,41.7459195091286,05/13/2019,2.0,7.0
45692,SF,36,41,8135  MERRIMAC AVE,-87.7760490705777,41.7438087747388,07/11/2019,2.0,7.0
45693,SF,36,41,6118 W 81ST PL,-87.7740320910444,41.744269516702,09/20/2019,2.0,7.0
45694,SF,36,41,6133  81ST PL,-87.7745609300619,41.7437123287974,03/27/2019,2.0,7.0
45695,SF,36,41,6113  81ST PL,-87.7738282871123,41.7437255444277,02/11/2019,2.0,7.0
45696,SF,36,41,6112 W 82ND ST,-87.773814474771,41.7433589867625,04/26/2019,2.0,7.0
45697,SF,36,41,8208  MELVINA AVE,-87.7755193875416,41.7426753494334,09/18/2019,2.0,7.0
45698,SF,36,41,8222  MCVICKER AVE,-87.7722905311883,41.7424254847357,09/09/2019,2.0,7.0
45699,SF,36,41,8116 S MULLIGAN AVE,-87.7792113973374,41.7441788314084,06/17/2019,2.0,7.0
45700,SF,36,41,8144  MOBILE AVE,-87.7779709736831,41.7432119067168,08/01/2019,2.0,7.0
45701,SF,36,41,8125  MOBILE AVE,-87.7773395659694,41.7439366270205,05/08/2019,2.0,7.0
45702,SF,36,41,7930  MAYFIELD AVE,-87.7688233376801,41.7474731392474,04/08/2019,2.0,7.0
45703,MF,36,41,5907  79TH ST,-87.7689128817764,41.7483666157119,02/21/2019,2.0,7.0
45704,MF,36,41,5837  79TH ST,-87.7673620905422,41.7483705449301,09/20/2019,2.0,7.0
45705,SF,36,41,7925  MAYFIELD AVE,-87.767996878555,41.7476530357853,06/14/2019,2.0,7.0
45706,SF,36,41,7924  MENARD AVE,-87.7659772359568,41.7475515809599,04/08/2019,2.0,7.0
45707,SF,36,41,7905  MENARD AVE,-87.7654300428987,41.748404592447,07/11/2019,2.0,7.0
45708,MF,36,41,5631  79TH ST,-87.7624111446366,41.7484577413,05/08/2019,2.0,7.0
45709,SF,36,41,8025  MANSFIELD AVE,-87.7664028491957,41.7458879375166,09/05/2019,2.0,7.0
45710,SF,36,41,8031  MANSFIELD AVE,-87.7663927488343,41.7456136226164,08/29/2019,2.0,7.0
45711,SF,36,41,8035  MENARD AVE,-87.7651769082384,41.745497341987,06/10/2019,2.0,7.0
45712,SF,36,41,8044  MAJOR AVE,-87.7633510876817,41.74543194332,07/02/2019,2.0,7.0
45713,SF,36,41,8147  AUSTIN AVE,-87.7703848421003,41.7435800678563,07/12/2019,2.0,7.0
45714,SF,36,41,8120  MASON AVE,-87.7699230543551,41.744274293162,06/26/2019,2.0,7.0
45715,SF,36,41,8210  MASON AVE,-87.7698660347776,41.7427432653325,05/06/2019,2.0,7.0
45716,SF,36,41,8226  MASON AVE,-87.7698353745131,41.7419202869106,07/10/2019,2.0,7.0
45717,SF,36,41,8228  MASON AVE,-87.7698302772875,41.7417831302097,03/19/2019,2.0,7.0
45718,SF,36,41,5641 W 81ST PL,-87.7639298234851,41.7438657561533,03/01/2019,2.0,7.0
45719,SF,36,41,5659  82ND PL,-87.7628090435896,41.7420981668876,08/05/2019,2.0,7.0
45720,SF,36,41,5610  83RD ST,-87.7612388342379,41.7417531933895,06/05/2019,2.0,7.0
45721,SF,36,41,5737  81ST ST,-87.7667362932165,41.7447407144648,07/23/2019,2.0,7.0
45722,SF,36,41,5721  81ST ST,-87.7657545312687,41.7447579619237,03/14/2019,2.0,7.0
45723,SF,36,41,5856  81ST PL,-87.767763762651,41.7443371892084,09/11/2019,2.0,7.0
45724,SF,36,41,5850  81ST PL,-87.7672142432412,41.7443470232347,08/07/2019,2.0,7.0
45725,SF,36,41,5834  81ST PL,-87.7657489686988,41.7443731645102,01/16/2019,2.0,7.0
45726,SF,36,41,5839  82ND ST,-87.767122975627,41.7429099255167,09/12/2019,2.0,7.0
45727,SF,36,41,8415  NARRAGANSETT AVE,-87.7794716198784,41.7389262357257,04/30/2019,2.0,7.0
45728,SF,36,41,6115  83RD ST,-87.7733309940269,41.7410055669347,06/14/2019,2.0,7.0
45729,SF,36,41,6019  83RD ST,-87.7711480976078,41.7410444509518,06/06/2019,2.0,7.0
45730,SF,36,41,8516  MOODY AVE,-87.7740774461883,41.7367293894592,07/16/2019,2.0,7.0
45731,SF,36,41,8505  MEADE AVE,-87.7721616777954,41.7374363027496,07/24/2019,2.0,7.0
45732,SF,36,41,8554  STATE RD,-87.777028714386,41.7362617620961,07/24/2019,2.0,7.0
45733,SF,36,41,8544  STATE RD,-87.7767020490049,41.7364821297687,03/15/2019,2.0,7.0
45734,SF,36,41,6206  86TH PL,-87.7753924019653,41.7353877207209,05/21/2019,2.0,7.0
45735,SF,36,41,6221  86TH PL,-87.7760283586608,41.7347388940393,02/04/2019,2.0,7.0
45736,SF,36,41,6226  87TH ST,-87.7762313440609,41.7342774325111,04/19/2019,2.0,7.0
45737,SF,36,41,8401  MERRIMAC AVE,-87.775809239716,41.7392766155704,07/22/2019,2.0,7.0
45738,SF,36,41,6355  84TH PL,-87.779535214253,41.7380802185236,06/12/2019,2.0,7.0
45739,SF,36,41,6340  85TH ST,-87.7790425978102,41.7377640189784,07/08/2019,2.0,7.0
45740,SF,36,41,5721  83RD PL,-87.7640234807266,41.7402440911615,06/12/2019,2.0,7.0
45741,SF,36,41,5710  84TH ST,-87.7635732145598,41.739885331814,04/18/2019,2.0,7.0
45742,SF,36,41,5719  84TH PL,-87.7639574907023,41.7384181595016,06/25/2019,2.0,7.0
45743,SF,36,41,5610  85TH ST,-87.7610199597341,41.7381024389268,09/18/2019,2.0,7.0
45744,SF,36,41,8501  MAJOR AVE,-87.7624745856304,41.7376719239015,09/16/2019,2.0,7.0
45745,SF,36,41,8655  MENARD AVE,-87.7647950435668,41.7346524810676,09/11/2019,2.0,7.0
45746,SF,36,41,8609  PARKSIDE AVE,-87.7611796119375,41.7355789568058,05/24/2019,2.0,7.0
45748,SF,36,41,8310  MANSFIELD AVE,-87.7674391200069,41.7404978569024,05/02/2019,2.0,7.0
45749,SF,36,41,8335  MAYFIELD AVE,-87.7681192444067,41.7402670167788,06/26/2019,2.0,7.0
45750,SF,36,41,8306  MENARD AVE,-87.7658343270905,41.7410184635658,04/23/2019,2.0,7.0
45751,SF,36,41,8631  AUSTIN AVE,-87.7695192865073,41.7351171439227,04/17/2019,2.0,7.0
45752,SF,36,41,8535 S AUSTIN AVE,-87.7695641900021,41.7362843583579,08/19/2019,2.0,7.0
45753,SF,36,41,8555 S AUSTIN AVE,-87.7695532201455,41.7360092226469,04/15/2019,2.0,7.0
45754,SF,36,41,8512 S MENARD AVE,-87.7657020168541,41.7373148168373,05/15/2019,2.0,7.0
45755,SF,36,50,7954  STATE RD,-87.7598505436493,41.7476672314496,06/24/2019,2.0,7.0
45756,SF,36,50,5538  83RD ST,-87.759493873971,41.7417401259242,06/24/2019,2.0,7.0
45757,SF,36,50,8215  CENTRAL AVE,-87.759877319029,41.7426907568893,06/28/2019,2.0,7.0
45758,SF,36,50,8050  LOCKWOOD AVE,-87.7537551774106,41.7456789315014,03/15/2019,2.0,7.0
45759,SF,36,50,7950  LATROBE AVE,-87.7526041467998,41.7474166725652,03/07/2019,2.0,7.0
45760,SF,36,50,8212  LOREL AVE,-87.7548692143738,41.7428951382699,09/03/2019,2.0,7.0
45761,SF,36,50,8121  LONG AVE,-87.7554066604482,41.7442762178837,06/12/2019,2.0,7.0
45762,SF,36,50,8118  LATROBE AVE,-87.7524955912418,41.7444361693095,03/05/2019,2.0,7.0
45763,SF,36,50,8211  LATROBE AVE,-87.7517335437914,41.7433792030511,03/12/2019,2.0,7.0
45764,SF,36,50,8237  LATROBE AVE,-87.7517025710278,41.7425235056814,06/14/2019,2.0,7.0
45765,SF,36,50,8037  LINDER AVE,-87.7578845047471,41.7456034572325,04/02/2019,2.0,7.0
45766,SF,36,50,8204  LAMON AVE,-87.7439677237144,41.7430651434366,05/03/2019,2.0,7.0
45767,MF,36,50,4832  83RD ST,-87.7428896769845,41.7420786397505,07/02/2019,2.0,7.0
45768,SF,36,50,7924  LAMON AVE,-87.7441983825779,41.747772392154,04/04/2019,2.0,7.0
45769,SF,36,50,7923  LAMON AVE,-87.7432667826382,41.7477821762615,08/12/2019,2.0,7.0
45770,SF,36,50,8108  LAMON AVE,-87.7441066633291,41.7450962661995,09/20/2019,2.0,7.0
45771,SF,36,60,8045  LECLAIRE AVE,-87.7477275543435,41.7457761288277,07/02/2019,2.0,7.0
45772,SF,36,60,8006  LAVERGNE AVE,-87.7456815240828,41.7465870855764,09/24/2019,2.0,7.0
45773,SF,36,60,8020  LEAMINGTON AVE,-87.7499637449813,41.7460012824065,04/15/2019,2.0,7.0
45774,SF,36,60,5003  81ST ST,-87.7460219841757,41.7444612211866,09/25/2019,2.0,7.0
45775,SF,36,60,5128  82ND PL,-87.7491178690795,41.7432217795568,01/22/2019,2.0,7.0
45776,SF,36,50,5435  83RD ST,-87.7570131110028,41.7412715218894,06/13/2019,2.0,7.0
45777,SF,36,50,5517  86TH ST,-87.7589738076732,41.7357651027714,07/24/2019,2.0,7.0
45778,SF,36,50,5411  85TH PL,-87.7563280925543,41.736725468978,04/29/2019,2.0,7.0
45779,SF,36,50,5344  87TH ST,-87.7547506486282,41.7345951448971,07/15/2019,2.0,7.0
45780,SF,36,50,8629  LOREL AVE,-87.7538696236707,41.7353491310801,03/12/2019,2.0,7.0
45781,SF,36,50,8407  LONG AVE,-87.7552312278267,41.7394304694879,02/21/2019,2.0,7.0
45782,SF,36,50,8408  LOREL AVE,-87.7547459007421,41.7394390945446,05/07/2019,2.0,7.0
45783,SF,36,50,5426  85TH PL,-87.756874737019,41.7372621505588,05/17/2019,2.0,7.0
45784,SF,36,50,8315  LATROBE AVE,-87.751651861665,41.7410817106106,07/11/2019,2.0,7.0
45785,SF,36,50,8406  LECLAIRE AVE,-87.7486755118982,41.7395107428696,09/25/2019,2.0,7.0
45786,SF,36,50,8400  LAVERGNE AVE,-87.7462860211622,41.7398266459377,03/27/2019,2.0,7.0
45787,SF,36,50,4912  84TH PL,-87.7442967186162,41.7393125568493,01/14/2019,2.0,7.0
45788,MF,36,50,8654  LEAMINGTON AVE,-87.7497214043475,41.7348528634807,06/07/2019,2.0,7.0
45789,SF,36,50,8552 S LEAMINGTON AVE,-87.7497760191657,41.7362921199439,06/19/2019,2.0,7.0
45790,SF,36,50,8608  LAVERGNE AVE,-87.7461267548212,41.7361572014473,01/07/2019,2.0,7.0
45791,SF,36,50,5001  85TH ST,-87.7461244084699,41.7378643764397,02/14/2019,2.0,7.0
45792,SF,36,50,8533  LECLAIRE AVE,-87.7478609603957,41.736973901003,07/25/2019,2.0,7.0
45793,SF,36,50,8621  LAMON AVE,-87.7428997147142,41.7355879024525,08/29/2019,2.0,7.0
45794,SF,72,192,4604 W 79TH PL,-87.7364026883037,41.7489526966206,07/12/2019,2.0,7.0
45795,SF,72,192,4540 W 79TH PL,-87.7357012576507,41.7489655946714,08/12/2019,2.0,7.0
45796,SF,72,192,4516 W 79TH PL,-87.7348093735404,41.7489819230675,09/16/2019,2.0,7.0
45797,SF,72,192,8006 S KNOX AVE,-87.7367591325352,41.747211883319,07/22/2019,2.0,7.0
45798,SF,72,192,8016 S KNOX AVE,-87.7369827633341,41.7469960550814,03/05/2019,2.0,7.0
45799,SF,72,192,7943 S KOLMAR AVE,-87.7355815713489,41.7481810390048,01/28/2019,2.0,7.0
45800,SF,72,192,7948 S KILBOURN AVE,-87.7343445878755,41.7477908867347,09/25/2019,2.0,7.0
45801,SF,72,192,7954 S KENNETH AVE,-87.7328755819643,41.7477687827451,04/16/2019,2.0,7.0
45802,SF,72,192,8115 S SCOTTSDALE AVE,-87.7370331720385,41.7458894628927,01/14/2019,2.0,7.0
45803,SF,72,192,8169 S SCOTTSDALE AVE,-87.7358093889481,41.7447564254269,07/26/2019,2.0,7.0
45804,SF,72,192,8100 S KOLMAR AVE,-87.7351522133162,41.7450872955469,07/18/2019,2.0,7.0
45805,SF,72,192,8114 S KOLMAR AVE,-87.7352518840244,41.7447828309812,01/09/2019,2.0,7.0
45806,SF,72,192,4632 W 82ND ST,-87.736499183147,41.743710431712,08/30/2019,2.0,7.0
45807,SF,72,192,8154 S SCOTTSDALE AVE,-87.7366606927355,41.7447328906754,09/26/2019,2.0,7.0
45808,SF,72,192,8143 S KOLMAR AVE,-87.7346015145426,41.7440548413642,03/28/2019,2.0,7.0
45809,SF,72,192,4627 W 82ND ST,-87.736292930744,41.743279100308,03/11/2019,2.0,7.0
45810,SF,72,192,4623 W 82ND ST,-87.7361225476228,41.7432817842624,03/07/2019,2.0,7.0
45811,SF,72,192,4609 W 82ND ST,-87.7355853263255,41.7432991817765,08/23/2019,2.0,7.0
45812,SF,72,192,4634 W 82ND PL,-87.7362844655586,41.7429904528242,06/14/2019,2.0,7.0
45813,SF,72,192,4651 W 82ND PL,-87.7369091494075,41.7425467750348,07/30/2019,2.0,7.0
45814,SF,72,192,4647 W 82ND PL,-87.7367388285328,41.7425494666723,08/16/2019,2.0,7.0
45815,SF,72,192,4633 W 82ND PL,-87.7362478976715,41.7425571912854,01/02/2019,2.0,7.0
45816,SF,72,192,4711 W 82ND PL,-87.7389734671584,41.7425138705028,09/23/2019,2.0,7.0
45817,SF,72,192,8046 S KILPATRICK AVE,-87.7385798596254,41.7465178531906,03/15/2019,2.0,7.0
45818,SF,72,192,8125 S KILPATRICK AVE,-87.7382193237943,41.7449385994498,01/11/2019,2.0,7.0
45819,SF,72,192,8101 S KEATING AVE,-87.7391920257498,41.7455007151938,09/11/2019,2.0,7.0
45820,SF,72,192,4701 W 82ND ST,-87.7386379938387,41.7432380459336,05/09/2019,2.0,7.0
45821,SF,72,193,7950 S KEDVALE AVE,-87.7257835378166,41.7479053635425,05/24/2019,2.0,7.0
45822,SF,72,194,8000 S KOLIN AVE,-87.7308419804146,41.7468073155224,09/04/2019,2.0,7.0
45823,SF,72,194,8050 S KOLIN AVE,-87.7307927027878,41.7454658900535,04/09/2019,2.0,7.0
45824,SF,72,194,8016 S TRIPP AVE,-87.7279594311169,41.7465687341945,06/20/2019,2.0,7.0
45825,SF,72,193,7943 S TRIPP AVE,-87.7273993394078,41.7480493721774,06/06/2019,2.0,7.0
45826,SF,72,193,8007 S TRIPP AVE,-87.7273601209307,41.7468147739369,08/16/2019,2.0,7.0
45827,SF,72,193,4126 W 79TH PL,-87.7253436629918,41.7487893280006,04/30/2019,2.0,7.0
45828,SF,72,194,8168 S KILDARE AVE,-87.7293366134414,41.7446118652262,04/09/2019,2.0,7.0
45829,SF,72,194,4300 W 82ND PL,-87.7296875859962,41.7429654781794,08/19/2019,2.0,7.0
45830,SF,72,194,8117 S KILDARE AVE,-87.7272961586559,41.7451808967055,05/03/2019,2.0,7.0
45831,SF,72,194,8138 S TRIPP AVE,-87.7271713778958,41.7447189469328,04/11/2019,2.0,7.0
45832,SF,72,194,4121 W 81ST ST,-87.7250967924219,41.7455032316959,05/08/2019,2.0,7.0
45833,SF,72,194,4149 W 81ST PL,-87.7252479255635,41.7447873819903,05/07/2019,2.0,7.0
45834,SF,72,194,4127 W 81ST PL,-87.7244237222345,41.7448002789928,02/19/2019,2.0,7.0
45835,SF,72,194,4140 W CRESTLINE ST,-87.7249118814519,41.7445029383697,07/29/2019,2.0,7.0
45836,SF,72,194,8160 S KARLOV AVE,-87.7236420511453,41.7440242134179,07/08/2019,2.0,7.0
45837,SF,72,194,4170 W 82ND ST,-87.7261456890434,41.7437687929194,07/09/2019,2.0,7.0
45838,SF,72,194,4162 W 82ND ST,-87.7258147796562,41.7437715195995,02/26/2019,2.0,7.0
45839,SF,72,194,4148 W 82ND ST,-87.7253202491041,41.7437800472189,08/02/2019,2.0,7.0
45840,SF,72,194,8160 S KOMENSKY AVE,-87.7226843003594,41.744003631594,07/24/2019,2.0,7.0
45841,SF,72,194,4265 W 82ND PL,-87.7289835501284,41.7425737690074,03/25/2019,2.0,7.0
45842,SF,72,194,4143 W 82ND PL,-87.7257342506793,41.7426315928782,02/25/2019,2.0,7.0
45843,SF,72,194,4344 W 83RD ST,-87.7307472715572,41.7422533498294,07/03/2019,2.0,7.0
45844,SF,72,194,4246 W 83RD ST,-87.7283294376088,41.7422951169542,05/03/2019,2.0,7.0
45845,SF,72,194,4136 W 83RD ST,-87.7255344068107,41.742346486635,06/14/2019,2.0,7.0
45846,SF,72,194,4121 W 82ND PL,-87.7249135983786,41.7426456625567,04/08/2019,2.0,7.0
45847,SF,72,194,4034 W 83RD ST,-87.7231312063104,41.7423891674817,08/20/2019,2.0,7.0
45848,SF,72,193,7919 S KARLOV AVE,-87.7239245328924,41.7488195568687,08/07/2019,2.0,7.0
45849,SF,72,193,8359 S KENNETH AVE,-87.7321917760146,41.7402991241598,07/03/2019,2.0,7.0
45850,SF,72,193,8334 S KOSTNER AVE,-87.7316971515764,41.7409290977348,05/30/2019,2.0,7.0
45851,SF,72,193,8546 S KEATING AVE,-87.7400461908239,41.7368459120884,01/16/2019,2.0,7.0
45852,SF,72,193,8500 S KOSTNER AVE,-87.7316064758716,41.7382088843183,04/08/2019,2.0,7.0
45853,SF,72,193,8642 S KNOX AVE,-87.7375772379316,41.7351585686825,08/12/2019,2.0,7.0
45854,SF,72,193,8633 S KILPATRICK AVE,-87.7381012862929,41.7354116049964,04/05/2019,2.0,7.0
45855,SF,72,192,8421 S KEATING AVE,-87.7400102817689,41.7394605386052,08/28/2019,2.0,7.0
45856,SF,72,192,4706 W 83RD PL,-87.7387578709719,41.7414644263721,06/04/2019,2.0,7.0
45857,SF,72,192,8320 S KILPATRICK AVE,-87.7394561232243,41.7414496263029,03/19/2019,2.0,7.0
45858,SF,72,192,8358 S KILPATRICK AVE,-87.7395477956942,41.7402622778381,06/10/2019,2.0,7.0
45859,SF,72,192,8434 S KILPATRICK AVE,-87.7396111951093,41.7390763335894,04/22/2019,2.0,7.0
45860,SF,72,192,4653 W 83RD PL,-87.7378180748295,41.7410320030358,01/18/2019,2.0,7.0
45861,SF,72,192,8424 S KNOX AVE,-87.7384047869197,41.7392268574289,01/28/2019,2.0,7.0
45862,SF,72,192,8407 S KNOX AVE,-87.7373086916491,41.7399286162959,07/03/2019,2.0,7.0
45863,SF,72,192,8433 S KENTON AVE,-87.7367148204695,41.7391840590447,09/19/2019,2.0,7.0
45864,SF,72,193,8329 S KOLIN AVE,-87.7297919000292,41.741122517313,07/02/2019,2.0,7.0
45865,SF,72,193,8322 S KEELER AVE,-87.7268525605065,41.7413795489645,08/29/2019,2.0,7.0
45866,SF,72,193,8346 S KARLOV AVE,-87.7244032343101,41.7407768374203,08/27/2019,2.0,7.0
45867,SF,72,193,8354 S KOMENSKY AVE,-87.723181937473,41.7405778400436,07/26/2019,2.0,7.0
45868,SF,72,193,8315 S KARLOV AVE,-87.7237348473668,41.741620052206,09/25/2019,2.0,7.0
45869,SF,72,193,8431 S KEDVALE AVE,-87.7248726129704,41.739379479011,03/07/2019,2.0,7.0
45870,SF,72,193,8404 S KARLOV AVE,-87.7243788321527,41.7400477421215,09/17/2019,2.0,7.0
45871,SF,72,193,8521 S KOSTNER AVE,-87.7308892624612,41.7376677874919,02/27/2019,2.0,7.0
45872,SF,72,193,8541 S KOLIN AVE,-87.7296573670809,41.737130422628,05/28/2019,2.0,7.0
45873,SF,72,193,8522 S KEELER AVE,-87.7267314699354,41.7377303701593,05/31/2019,2.0,7.0
45874,SF,72,193,8558 S KARLOV AVE,-87.7242734907082,41.7367830203288,06/19/2019,2.0,7.0
45875,SF,72,193,8549 S KARLOV AVE,-87.723581727015,41.7370145536245,09/26/2019,2.0,7.0
45876,SF,72,193,8629 S KOLIN AVE,-87.7296071903758,41.7356279732246,05/02/2019,2.0,7.0
45877,SF,72,193,8642 S TRIPP AVE,-87.7278684669657,41.7353280915562,05/13/2019,2.0,7.0
45878,SF,72,193,8610 S KEELER AVE,-87.7266818665494,41.7362228745345,01/02/2019,2.0,7.0
45879,SF,72,193,8614 S KEELER AVE,-87.7266782829716,41.7361131652516,08/22/2019,2.0,7.0
45880,SF,72,193,8618 S KOMENSKY AVE,-87.7230348021173,41.7360754866876,09/05/2019,2.0,7.0
45881,SF,72,200,3758 W 79TH PL,-87.7168201466433,41.7489336382889,01/02/2019,2.0,7.0
45882,SF,72,200,3746 W 80TH ST,-87.716379192363,41.748024808066,08/27/2019,2.0,7.0
45883,SF,72,200,3601 W 79TH PL,-87.7123338463047,41.7484766335196,02/01/2019,2.0,7.0
45884,SF,72,200,3758 W 80TH PL,-87.7167403583146,41.7471054802754,04/23/2019,2.0,7.0
45885,SF,72,200,3706 W 81ST PL,-87.7148224698172,41.7453010686771,08/27/2019,2.0,7.0
45886,SF,72,200,3650 W 81ST PL,-87.7140057677362,41.7453142431831,08/12/2019,2.0,7.0
45887,SF,72,200,3807 W 81ST PL,-87.7172725443472,41.7447354647001,07/02/2019,2.0,7.0
45888,SF,72,200,3633 W 81ST PL,-87.7133574814969,41.7447984335763,01/15/2019,2.0,7.0
45889,SF,72,200,3943 W 82ND ST,-87.7210139493349,41.7437607554271,05/08/2019,2.0,7.0
45890,SF,72,200,3845 W 82ND ST,-87.7186862640075,41.7437973835427,06/11/2019,2.0,7.0
45891,SF,72,200,8238 S LAWNDALE AVE,-87.7145981277982,41.742946860361,09/17/2019,2.0,7.0
45892,SF,72,200,3647 W 82ND PL,-87.7138527051474,41.7429584995081,09/24/2019,2.0,7.0
45893,SF,72,200,3829 W 79TH PL,-87.718144332338,41.7483864803252,01/04/2019,2.0,7.0
45894,SF,72,200,3514 W 79TH PL,-87.7103944698192,41.749032461166,08/08/2019,2.0,7.0
45895,SF,72,200,7929 S ST LOUIS AVE,-87.7093344645283,41.7487877090644,04/19/2019,2.0,7.0
45896,SF,72,200,7938 S TRUMBULL AVE,-87.7088077934963,41.748507342418,09/17/2019,2.0,7.0
45897,SF,72,200,7934 S CHRISTIANA AVE,-87.7063730493613,41.7486285010529,07/17/2019,2.0,7.0
45898,SF,72,200,3522 W 80TH PL,-87.7105972152167,41.7471984834928,08/22/2019,2.0,7.0
45899,SF,72,200,3530 W 81ST ST,-87.7108266394633,41.7462796523567,05/08/2019,2.0,7.0
45900,SF,72,200,3404 W COLUMBUS AVE,-87.7075881607046,41.7469964958471,02/01/2019,2.0,7.0
45901,SF,72,200,8008 S HOMAN AVE,-87.707581228085,41.7475506036453,01/02/2019,2.0,7.0
45902,SF,72,200,8041 S SAWYER AVE,-87.7031808243849,41.746761288758,02/26/2019,2.0,7.0
45903,SF,72,200,3518 W 81ST PL,-87.710423413903,41.7453709535904,05/29/2019,2.0,7.0
45904,SF,72,200,3546 W COLUMBUS AVE,-87.7111383908309,41.7442021421817,08/20/2019,2.0,7.0
45905,SF,72,200,3556 W COLUMBUS AVE,-87.7113798970809,41.7440181110456,03/11/2019,2.0,7.0
45906,SF,72,200,3418 W 82ND ST,-87.7079568115338,41.7445754422251,07/19/2019,2.0,7.0
45907,SF,72,200,8158 S CHRISTIANA AVE,-87.7062515101434,41.74440299721,04/02/2019,2.0,7.0
45908,SF,72,200,8118 S SPAULDING AVE,-87.705064437097,41.745481998643,09/20/2019,2.0,7.0
45909,SF,72,200,8122 S SPAULDING AVE,-87.7050616710512,41.7453859575324,03/27/2019,2.0,7.0
45910,SF,72,200,8137 S SAWYER AVE,-87.7031320350876,41.7450315560634,03/11/2019,2.0,7.0
45911,SF,72,200,8212 S CHRISTIANA AVE,-87.7062347011284,41.7438216334044,06/07/2019,2.0,7.0
45912,SF,72,200,3334 W 83RD ST,-87.7060432667803,41.7427063360903,08/16/2019,2.0,7.0
45913,SF,72,200,3943 W 83RD ST,-87.7209649019295,41.7419290459294,02/11/2019,2.0,7.0
45914,SF,72,200,3827 W 83RD ST,-87.7179417873403,41.7419785285152,05/28/2019,2.0,7.0
45915,SF,72,200,3842 W 83RD PL,-87.718425730325,41.741581814144,01/04/2019,2.0,7.0
45916,SF,72,200,3738 W 83RD PL,-87.7159596010963,41.7416221106222,04/19/2019,2.0,7.0
45917,SF,72,200,3725 W 83RD PL,-87.7154109700096,41.741105147611,02/04/2019,2.0,7.0
45918,SF,72,200,3743 W 83RD PL,-87.7160672885051,41.7410944021429,07/08/2019,2.0,7.0
45919,SF,72,200,3615 W 83RD PL,-87.7125702628801,41.7411515459921,06/04/2019,2.0,7.0
45920,SF,72,200,3911 W 84TH ST,-87.7197286105294,41.7401186947578,01/04/2019,2.0,7.0
45921,SF,72,200,3835 W 84TH ST,-87.7181672674826,41.7401446684838,06/13/2019,2.0,7.0
45922,SF,72,200,3845 W 84TH ST,-87.7185543723866,41.7401382168092,04/30/2019,2.0,7.0
45923,SF,72,200,3636 W 84TH PL,-87.7134480619699,41.739834065772,05/30/2019,2.0,7.0
45924,SF,72,200,3720 W 85TH ST,-87.7151386103734,41.7388892966752,06/19/2019,2.0,7.0
45925,SF,72,200,3746 W 85TH ST,-87.7161153486606,41.7388059495669,05/29/2019,2.0,7.0
45926,SF,72,200,3931 W 85TH ST,-87.7203612819051,41.7382744426733,09/11/2019,2.0,7.0
45927,SF,72,200,3923 W 85TH ST,-87.7200574678849,41.7382795290547,07/19/2019,2.0,7.0
